OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
LAS,5,5,8,7,WN,MKE,0,15,29,0
BOS,5,28,14,2,UA,DEN,1,14,30,0
LAX,5,10,22,5,UA,ORD,1,3,30,0
LGA,5,21,19,2,AA,ORD,0,10,29,0
FLL,5,15,8,3,WN,DEN,0,14,30,0
CLT,5,17,13,5,MQ,MIA,1,5,30,0
BOS,5,8,12,3,DL,ATL,0,14,29,0
DCA,5,18,12,6,US,BOS,0,3,29,0
ATL,5,4,20,6,DL,MSY,0,17,29,0
CMH,5,5,18,7,DL,ATL,0,7,29,0
MDW,5,15,21,3,WN,SDF,1,0,29,0
PHX,5,11,8,6,OO,TUS,0,14,30,0
SLC,5,19,13,7,OO,OMA,0,8,29,0
SEA,5,1,15,3,AS,PHX,1,10,30,0
SAN,5,4,18,6,WN,SFO,0,13,29,0
JFK,5,4,15,6,AA,SFO,0,15,30,0
RSW,5,21,11,2,FL,MKE,0,6,30,0
ORD,5,17,21,5,UA,LAX,1,8,30,0
MDW,5,20,19,1,DL,ATL,1,6,29,0
IND,5,31,16,5,AA,DFW,0,13,29,0
OKC,5,17,6,5,WN,HOU,0,6,29,0
SNA,5,25,13,6,DL,SLC,0,11,30,0
JFK,5,26,8,7,9E,DCA,0,22,30,0
LAX,5,2,9,4,UA,MSY,0,8,30,0
SLC,5,9,15,4,OO,SMF,0,5,29,0
LAS,5,26,22,7,US,CLT,0,22,29,0
SLC,5,25,8,6,WN,MDW,0,21,29,0
IAH,5,27,19,1,UA,PIT,0,15,29,0
CLE,5,9,13,4,9E,DTW,0,6,29,0
JFK,5,25,8,6,AA,SJU,0,21,29,0
LAS,5,16,16,4,UA,EWR,1,18,29,0
MSP,5,3,11,5,US,PHL,0,15,30,0
DCA,5,10,18,5,US,LGA,0,9,29,0
JFK,5,30,19,4,9E,JAX,0,5,30,0
SFO,5,17,19,5,WN,LAX,0,14,30,0
ABQ,5,16,20,4,WN,LAS,1,8,29,0
PHL,5,25,6,6,FL,ATL,1,14,30,0
OKC,5,16,5,4,OO,LAX,0,0,29,0
DTW,5,8,21,3,OO,MKE,0,0,29,0
ATL,5,20,14,1,DL,SAT,1,7,30,0
ATL,5,4,13,6,DL,TPA,0,16,29,0
ATL,5,4,6,6,AA,MIA,0,15,29,0
BWI,5,19,14,7,WN,FLL,1,0,30,0
PHX,5,18,14,6,US,DEN,0,5,29,0
IAD,5,8,12,3,EV,RIC,0,5,29,0
BOS,5,19,14,7,B6,JFK,1,13,30,0
LAX,5,6,20,1,VX,SJC,0,6,29,0
SJU,5,21,18,2,B6,DCA,0,17,29,0
MCO,5,25,16,6,FL,MDW,0,11,30,0
BOS,5,31,13,5,DL,ATL,0,15,30,0
MSY,5,8,15,3,WN,DAL,0,11,30,0
SLC,5,15,17,3,DL,CVG,0,9,29,0
PHX,5,20,12,1,US,DFW,0,7,29,0
SNA,5,19,13,7,UA,SFO,0,14,29,0
DCA,5,17,12,5,WN,STL,0,3,30,0
CLT,5,9,11,4,US,PHX,0,6,30,0
BUR,5,3,15,5,WN,OAK,0,14,29,0
SAT,5,3,8,5,YV,PHX,0,15,30,0
PBI,5,7,6,2,EV,IAH,1,5,30,0
ATL,5,18,14,6,DL,MCO,0,6,30,0
JFK,5,5,18,7,9E,MCI,1,15,30,0
ORD,5,29,16,3,UA,IAD,0,8,29,0
SAN,5,7,15,2,WN,PHX,1,10,30,0
CLT,5,16,12,4,US,RDU,0,3,30,0
RIC,5,15,13,3,MQ,ORD,0,17,29,0
ORD,5,3,7,5,UA,LAS,0,15,29,0
TPA,5,11,6,6,UA,IAH,1,6,29,0
IAH,5,24,19,5,EV,PBI,1,13,30,0
DCA,5,1,12,3,US,CLT,0,8,30,0
SEA,5,23,21,4,AS,LAX,0,5,30,0
ORD,5,5,22,7,AA,MCI,1,5,30,0
TPA,5,28,11,2,WN,FLL,0,11,30,0
ATL,5,12,17,7,AA,DFW,1,16,30,0
PHX,5,19,20,7,US,OAK,0,11,29,0
BOS,5,10,7,5,DL,ATL,0,5,29,0
LAX,5,5,8,7,DL,CVG,0,10,29,0
LGA,5,24,8,5,DL,DEN,0,3,29,0
DTW,5,25,10,6,9E,MKE,0,3,30,0
RNO,5,31,9,5,US,PHX,0,7,30,0
DCA,5,22,19,3,UA,ORD,1,11,29,0
STL,5,23,14,4,OO,SLC,0,10,29,0
BNA,5,7,6,2,AA,MIA,0,0,29,0
MDW,5,11,6,6,F9,DEN,0,8,29,0
SFO,5,7,21,2,WN,LAX,0,8,30,0
MDW,5,29,14,3,WN,MCI,0,13,29,0
MDW,5,9,17,4,WN,SDF,0,9,29,0
IND,5,1,7,3,WN,DEN,0,3,30,0
ATL,5,7,13,2,FL,DCA,0,3,29,0
ORD,5,16,18,4,AA,LGA,1,10,29,0
ATL,5,9,21,4,DL,IAH,1,3,30,0
SEA,5,8,9,3,AS,MCO,0,5,30,0
IAH,5,30,10,4,EV,BNA,0,16,29,0
BNA,5,20,8,1,WN,JAX,0,10,29,0
ATL,5,27,8,1,DL,SAN,0,0,30,0
OMA,5,1,18,3,AA,DFW,0,18,30,0
LAS,5,22,6,3,WN,DEN,0,17,29,0
IAH,5,26,15,7,UA,SJC,1,14,30,0
OKC,5,6,19,1,WN,PHX,0,5,30,0
MSY,5,10,6,5,EV,MEM,1,20,30,0
BWI,5,24,8,5,WN,SAT,1,15,29,0
SLC,5,4,15,6,DL,SNA,0,14,29,0
MIA,5,28,14,2,MQ,ATL,0,17,30,0
CLT,5,14,13,2,US,PHX,0,9,30,0
ORD,5,13,11,1,EV,RDU,0,11,30,0
OKC,5,27,10,1,AA,DFW,0,22,29,0
DTW,5,20,17,1,DL,STL,0,14,29,0
MIA,5,28,9,2,UA,EWR,0,18,30,0
FLL,5,23,16,4,B6,AUS,0,10,29,0
SEA,5,1,14,3,AS,SNA,0,8,30,0
IAH,5,25,11,6,UA,FLL,1,14,30,0
DTW,5,21,10,2,9E,PHL,1,16,29,0
MCO,5,2,21,4,FL,DCA,0,3,29,0
ATL,5,24,12,5,DL,MSP,0,15,30,0
FLL,5,21,6,2,WN,TPA,0,7,29,0
PHX,5,4,20,6,US,SEA,0,15,29,0
ATL,5,2,15,4,FL,MDW,1,16,30,0
ORD,5,12,7,7,MQ,MSP,1,16,30,0
MIA,5,12,7,7,DL,JFK,0,3,30,0
EWR,5,30,7,4,EV,BNA,0,13,30,0
PHL,5,22,9,3,US,IAH,1,15,29,0
SNA,5,6,12,1,WN,SJC,0,11,29,0
LAX,5,15,12,3,OO,RNO,0,11,30,0
LGA,5,29,9,3,WN,MDW,1,7,30,0
MIA,5,26,13,7,AA,SJU,0,15,30,0
BWI,5,19,17,7,WN,HOU,1,3,30,0
JFK,5,24,18,5,AA,SFO,1,21,29,0
RIC,5,8,17,3,AA,DFW,0,3,29,0
LGA,5,11,12,6,US,BOS,0,14,29,0
PDX,5,9,17,4,AS,LAX,0,7,30,0
HNL,5,2,13,4,HA,SAN,0,7,29,0
LAS,5,25,9,6,AS,PDX,0,20,29,0
DCA,5,17,7,5,AA,DFW,0,7,30,0
ATL,5,20,9,1,FL,RSW,1,3,29,0
ORD,5,8,18,3,UA,BUF,0,9,29,0
SJC,5,16,13,4,WN,ONT,0,5,30,0
OAK,5,13,17,1,B6,LGB,0,17,30,0
DTW,5,7,19,2,DL,MSP,0,8,30,0
LAS,5,12,21,7,WN,PHX,0,9,29,0
MIA,5,30,11,4,US,CLT,0,16,30,0
RDU,5,23,12,4,WN,BWI,0,6,29,0
LGA,5,9,6,4,US,DCA,0,7,29,0
BWI,5,2,15,4,WN,MKE,0,9,30,0
LGA,5,21,6,2,MQ,CLT,0,6,29,0
JFK,5,24,13,5,B6,LGB,0,18,29,0
IAH,5,21,13,2,UA,TPA,1,20,29,0
SLC,5,15,16,3,DL,OAK,0,7,29,0
ORD,5,31,7,5,EV,CLE,0,11,29,0
ATL,5,8,8,3,FL,DCA,0,10,30,0
SNA,5,28,6,2,UA,IAH,0,3,29,0
ATL,5,27,22,1,FL,MKE,0,6,30,0
IND,5,5,10,7,WN,PHX,0,10,29,0
PHL,5,11,12,6,US,BOS,0,11,29,0
JFK,5,22,14,3,B6,TPA,0,3,29,0
PDX,5,23,10,4,F9,DEN,0,10,29,0
AUS,5,6,11,1,EV,MEM,0,6,30,0
CLT,5,31,11,5,US,JAX,0,10,29,0
SFO,5,23,9,4,UA,FLL,0,18,30,0
LAS,5,20,10,1,WN,MSY,0,3,29,0
SAN,5,1,13,3,WN,LAS,0,11,30,0
PHX,5,11,8,6,WN,LAS,0,14,30,0
FLL,5,31,15,5,UA,DEN,0,18,30,0
SEA,5,17,12,5,AS,SJC,0,9,30,0
ORF,5,26,6,7,MQ,MIA,0,7,30,0
SMF,5,12,20,7,WN,SEA,0,9,29,0
LGA,5,30,18,4,DL,PBI,1,9,30,0
PHX,5,26,11,7,UA,ORD,0,0,29,0
ATL,5,7,21,2,DL,OMA,0,7,29,0
RDU,5,24,6,5,AA,DFW,0,3,29,0
MDW,5,9,21,4,WN,BWI,0,8,29,0
MSY,5,3,11,5,WN,HOU,1,15,29,0
BWI,5,26,9,7,UA,ORD,0,7,30,0
EWR,5,6,14,1,EV,MCI,0,7,30,0
IND,5,25,9,6,DL,MSP,0,5,30,0
LAX,5,8,15,3,OO,ABQ,0,17,30,0
SAN,5,13,19,1,WN,PHX,0,5,29,0
MCO,5,3,18,5,UA,SFO,0,11,29,0
BOS,5,29,18,3,B6,PIT,0,3,30,0
IAH,5,31,6,5,AA,MIA,0,8,29,0
RDU,5,30,12,4,WN,LAS,0,10,30,0
SAT,5,27,9,1,AA,DFW,0,10,29,0
MCO,5,17,8,5,WN,MCI,0,3,30,0
JFK,5,18,16,6,9E,BNA,0,6,30,0
LAX,5,6,11,1,WN,MKE,0,8,29,0
SFO,5,16,11,4,OO,SLC,1,21,30,0
ATL,5,24,13,5,FL,DEN,1,20,30,0
SEA,5,10,10,5,F9,DEN,0,0,30,0
ATL,5,3,9,5,DL,SNA,1,24,30,0
ORD,5,28,10,2,AA,MCO,0,10,29,0
OGG,5,5,17,7,HA,HNL,1,21,29,0
ATL,5,9,19,4,WN,MDW,1,7,30,0
CLT,5,2,16,4,US,RIC,0,9,30,0
ATL,5,5,13,7,DL,DEN,1,0,29,0
PHX,5,2,8,4,US,TPA,0,11,30,0
MSP,5,5,11,7,DL,PHX,0,6,30,0
IAH,5,16,17,4,AS,SEA,1,13,29,0
SNA,5,18,12,6,WN,LAS,0,13,30,0
BDL,5,21,7,2,DL,DTW,0,3,29,0
ORD,5,12,17,7,AA,RNO,0,7,30,0
SNA,5,6,13,1,WN,OAK,0,11,29,0
PHX,5,12,16,7,WN,DEN,0,9,29,0
MEM,5,16,8,4,9E,CVG,0,7,29,0
LAS,5,20,21,1,WN,SAN,1,9,29,0
HNL,5,28,21,2,DL,LAX,0,5,30,0
ORD,5,6,12,1,US,CLT,0,15,29,0
RSW,5,25,17,6,B6,JFK,1,15,30,0
BOS,5,23,18,4,B6,PIT,1,15,29,0
EWR,5,29,7,3,MQ,ORD,0,0,30,0
MDW,5,17,14,5,WN,PIT,0,11,30,0
EWR,5,13,19,1,EV,BNA,0,14,30,0
HNL,5,8,21,3,DL,LAX,1,0,30,0
ATL,5,24,12,5,DL,BWI,0,15,30,0
BWI,5,2,12,4,WN,HOU,1,10,30,0
MSP,5,1,15,3,DL,DCA,0,0,30,0
MSY,5,5,6,7,UA,IAH,0,8,29,0
LAX,5,12,7,7,AS,SEA,0,0,30,0
LAS,5,2,8,4,US,PHL,0,17,30,0
EWR,5,21,6,2,EV,MSP,0,8,29,0
SEA,5,4,9,6,AS,MCO,0,14,30,0
ORD,5,20,11,1,UA,MCO,0,18,29,0
ORD,5,11,12,6,UA,SFO,0,22,29,0
TPA,5,24,9,5,WN,AUS,0,8,29,0
RSW,5,20,6,1,WN,BWI,0,0,30,0
OKC,5,20,8,1,WN,HOU,0,21,29,0
SFO,5,23,20,4,US,PHX,1,17,30,0
LAX,5,17,12,5,VX,DFW,0,14,29,0
HOU,5,4,8,6,WN,ATL,0,7,30,0
LAX,5,3,10,5,AS,SEA,1,0,29,0
ORD,5,15,7,3,MQ,BDL,0,9,29,0
BWI,5,7,11,2,WN,BDL,0,16,29,0
SAN,5,31,8,5,WN,TUS,0,5,29,0
MEM,5,16,14,4,DL,MSP,0,13,29,0
TPA,5,11,12,6,AA,JFK,1,10,30,0
PHL,5,12,8,7,UA,DEN,0,9,29,0
PDX,5,1,13,3,UA,ORD,0,8,30,0
MCO,5,22,6,3,WN,MDW,0,0,29,0
HOU,5,19,20,7,WN,DAL,0,10,29,0
DTW,5,10,20,5,WN,MDW,0,15,29,0
JAX,5,20,17,1,WN,FLL,0,9,29,0
STL,5,12,18,7,WN,OMA,0,10,30,0
DAL,5,1,9,3,WN,HOU,0,8,29,0
IAH,5,10,12,5,UA,DEN,1,15,29,0
PHX,5,27,10,1,UA,EWR,0,6,29,0
OAK,5,31,13,5,B6,LGB,0,14,29,0
OKC,5,21,6,2,WN,DAL,0,11,29,0
IAH,5,5,21,7,EV,MCI,0,6,30,0
CMH,5,28,7,2,WN,MDW,0,6,30,0
ATL,5,5,7,7,DL,MSP,0,8,29,0
PHX,5,23,21,4,US,ABQ,0,11,29,0
MDW,5,7,19,2,9E,MSP,0,6,29,0
MSY,5,23,16,4,WN,MCO,1,6,30,0
SFO,5,26,22,7,UA,SEA,0,10,30,0
TPA,5,17,8,5,US,PHL,0,7,30,0
SFO,5,2,16,4,UA,BOS,0,16,30,0
SJC,5,16,15,4,OO,LAX,0,16,30,0
JAX,5,11,17,6,B6,JFK,1,11,29,0
BWI,5,6,20,1,FL,TPA,0,18,30,0
ATL,5,26,21,7,DL,LGA,0,3,30,0
DCA,5,20,12,1,DL,DTW,1,8,30,0
EWR,5,21,20,2,MQ,ORD,0,15,29,0
ATL,5,15,10,3,DL,PIT,0,10,30,0
ATL,5,2,11,4,DL,FLL,0,22,29,0
BWI,5,31,8,5,FL,FLL,0,6,30,0
LAX,5,8,13,3,OO,SAN,0,17,30,0
LAX,5,16,7,4,VX,JFK,0,5,29,0
MDW,5,17,8,5,WN,BWI,0,6,30,0
LGA,5,30,13,4,MQ,CMH,0,9,30,0
LAX,5,20,17,1,AA,LAS,0,10,29,0
JFK,5,28,19,2,DL,MCO,0,8,30,0
LGA,5,21,14,2,AA,MIA,0,17,29,0
TPA,5,3,7,5,DL,LGA,0,0,29,0
BWI,5,9,16,4,DL,ATL,0,8,29,0
DTW,5,31,13,5,9E,ORF,0,18,29,0
CLT,5,19,8,7,US,SJU,0,6,29,0
JFK,5,8,8,3,DL,MIA,0,6,30,0
MIA,5,9,17,4,AA,LGA,1,11,30,0
SEA,5,14,8,2,AS,DCA,0,9,30,0
PDX,5,28,14,2,DL,MSP,0,13,29,0
BDL,5,24,7,5,UA,ORD,0,3,29,0
OGG,5,25,10,6,HA,HNL,0,22,30,0
PDX,5,4,9,6,WN,SLC,0,8,30,0
FLL,5,27,6,1,B6,SJU,0,14,30,0
DTW,5,27,11,1,US,PHX,0,11,30,0
BOS,5,29,20,3,B6,DEN,0,3,30,0
PDX,5,8,17,3,OO,SFO,1,3,30,0
ABQ,5,5,15,7,WN,DEN,1,7,29,0
MSP,5,28,14,2,DL,OMA,0,0,29,0
MCO,5,12,13,7,AA,DFW,0,6,29,0
SEA,5,23,23,4,AA,ORD,1,5,30,0
IND,5,15,8,3,DL,SLC,0,23,29,0
IAH,5,16,16,4,UA,DCA,0,17,29,0
ATL,5,1,8,3,FL,FLL,0,17,30,0
SJU,5,31,18,5,B6,FLL,0,11,29,0
BWI,5,23,15,4,WN,CMH,1,8,29,0
EWR,5,25,11,6,MQ,ORD,0,25,29,0
ORD,5,30,21,4,MQ,BWI,1,7,29,0
CLT,5,20,5,1,YV,IAD,0,3,29,0
LAX,5,2,19,4,WN,OAK,0,6,30,0
JAX,5,2,17,4,MQ,ORD,0,13,29,0
MEM,5,3,15,5,AA,DFW,1,14,29,0
MCO,5,5,18,7,DL,DTW,0,10,29,0
FLL,5,16,12,4,B6,BOS,0,10,30,0
ATL,5,19,14,7,DL,LGA,0,9,29,0
JAX,5,3,12,5,AA,DFW,0,11,29,0
FLL,5,24,11,5,WN,HOU,0,8,30,0
BWI,5,23,6,4,FL,ATL,0,5,29,0
AUS,5,22,17,3,EV,MEM,0,9,29,0
ATL,5,31,10,5,DL,DCA,0,13,29,0
PHX,5,20,16,1,WN,PHL,0,21,29,0
SLC,5,12,11,7,DL,PHX,0,8,30,0
CLE,5,10,7,5,UA,RSW,0,11,29,0
PDX,5,28,13,2,WN,DEN,0,10,29,0
SDF,5,11,17,6,WN,MDW,1,14,29,0
IAH,5,29,19,3,OO,DTW,0,18,29,0
SFO,5,31,14,5,VX,JFK,0,24,29,0
DAL,5,15,16,3,WN,HOU,0,17,29,0
EWR,5,3,6,5,B6,MCO,0,14,30,0
PHX,5,26,13,7,WN,SAN,0,0,29,0
MKE,5,11,9,6,OO,ORD,0,14,29,0
JFK,5,23,19,4,DL,SLC,0,20,29,0
IAH,5,30,21,4,UA,ORD,0,10,29,0
BWI,5,28,17,2,WN,JAX,0,7,30,0
TPA,5,17,13,5,DL,MSP,0,8,30,0
MSP,5,29,19,3,DL,PHL,0,8,29,0
SJC,5,19,6,7,AA,DFW,0,0,30,0
BUR,5,29,11,3,WN,LAS,0,10,29,0
ORD,5,11,9,6,UA,SFO,0,10,29,0
MCO,5,2,14,4,DL,JFK,0,13,29,0
BWI,5,28,10,2,WN,BUF,0,0,30,0
PHX,5,5,10,7,OO,LAX,0,18,29,0
DCA,5,9,15,4,US,BOS,1,9,29,0
MDW,5,12,12,7,WN,SEA,0,15,30,0
STL,5,7,6,2,WN,BWI,0,0,29,0
MSP,5,4,19,6,AS,SEA,0,11,29,0
LAX,5,24,14,5,OO,SAN,0,15,29,0
CLT,5,20,16,1,US,BUF,0,0,30,0
MSP,5,21,17,2,DL,DEN,0,11,29,0
MSP,5,8,21,3,DL,OMA,0,8,30,0
SNA,5,20,10,1,AA,DFW,0,7,29,0
LAS,5,25,11,6,OO,LAX,0,17,29,0
HNL,5,24,15,5,HA,OGG,0,9,30,0
LAX,5,22,13,3,DL,JFK,1,17,29,0
STL,5,12,18,7,WN,DAL,0,10,30,0
DCA,5,7,11,2,EV,EWR,0,16,29,0
PHL,5,5,10,7,US,CLT,0,8,30,0
EWR,5,9,11,4,EV,MSP,0,5,29,0
BNA,5,16,17,4,WN,BWI,1,7,29,0
SNA,5,15,10,3,OO,DEN,0,11,30,0
SAT,5,31,18,5,YV,PHX,0,14,29,0
MSP,5,3,8,5,UA,ORD,0,13,29,0
DAL,5,8,6,3,WN,AUS,0,13,29,0
MCO,5,12,7,7,DL,SLC,0,0,29,0
EWR,5,3,6,5,EV,MKE,0,14,30,0
JAX,5,1,8,3,WN,ORF,0,14,30,0
MCO,5,20,7,1,AA,ORD,0,0,30,0
OAK,5,18,12,6,WN,HOU,0,9,30,0
BUR,5,22,15,3,WN,DEN,0,13,29,0
SLC,5,29,13,3,OO,ORD,1,9,29,0
LAX,5,16,6,4,UA,JFK,0,3,29,0
CLT,5,2,13,4,US,MCO,0,11,29,0
EWR,5,29,8,3,UA,DFW,0,0,29,0
SMF,5,5,19,7,OO,LAX,1,3,29,0
HNL,5,31,20,5,YV,OGG,1,14,30,0
MIA,5,22,6,3,DL,ATL,0,5,29,0
SLC,5,22,17,3,US,PHX,0,22,29,0
OAK,5,9,10,4,WN,ONT,0,10,29,0
DCA,5,5,17,7,US,CLT,0,9,30,0
LAX,5,17,6,5,AS,SEA,0,0,29,0
EWR,5,18,9,6,EV,CLT,0,0,30,0
RDU,5,6,11,1,WN,FLL,0,8,29,0
FLL,5,22,12,3,B6,DCA,0,10,29,0
BOS,5,19,5,7,US,CLT,0,6,30,0
STL,5,3,10,5,9E,JFK,0,11,29,0
SJU,5,4,18,6,B6,BOS,0,5,29,0
DCA,5,21,16,2,AA,MIA,0,11,29,0
LAX,5,18,10,6,WN,OAK,0,11,30,0
ATL,5,18,14,6,DL,IAH,0,6,30,0
LAX,5,5,19,7,AS,SEA,0,14,29,0
AUS,5,10,5,5,AA,DFW,0,13,29,0
BOS,5,6,12,1,DL,ATL,0,9,30,0
ORF,5,23,9,4,YV,CLT,0,6,29,0
ATL,5,9,8,4,DL,BWI,0,6,30,0
EWR,5,31,15,5,EV,PVD,0,11,30,0
SJC,5,9,11,4,WN,SAN,0,5,30,0
ATL,5,8,17,3,DL,ORD,0,3,30,0
OMA,5,24,7,5,YV,CLT,0,10,30,0
EWR,5,1,19,3,UA,PHX,0,6,29,0
SAN,5,30,9,4,VX,SFO,0,7,29,0
PHX,5,7,6,2,OO,LAX,0,5,29,0
PHL,5,24,17,5,AS,SEA,0,14,29,0
PHL,5,7,6,2,WN,MDW,0,8,29,0
PHX,5,14,18,2,WN,LAS,0,10,29,0
LAX,5,10,6,5,UA,LAS,0,6,30,0
RDU,5,18,10,6,EV,EWR,0,0,30,0
PHX,5,25,1,6,US,CLT,1,0,29,0
MEM,5,27,19,1,9E,DCA,0,10,29,0
TPA,5,14,6,2,WN,PVD,0,6,30,0
ORD,5,15,8,3,OO,AUS,1,11,29,0
RNO,5,20,11,1,WN,MDW,1,6,30,0
ORD,5,27,18,1,US,CLT,0,13,29,0
SJC,5,20,18,1,WN,SNA,0,16,29,0
BUR,5,15,12,3,WN,LAS,0,9,29,0
BNA,5,19,19,7,YV,CLT,0,9,29,0
FLL,5,24,15,5,US,PHL,1,10,30,0
LAX,5,10,18,5,VX,SFO,1,10,30,0
PHX,5,20,12,1,US,IAH,0,7,29,0
IAH,5,30,7,4,OO,ATL,0,14,29,0
DAL,5,16,14,4,WN,MCI,1,13,29,0
MSP,5,1,19,3,WN,MKE,0,0,30,0
LAS,5,11,13,6,WN,PHX,0,5,30,0
PHL,5,24,15,5,US,FLL,1,17,29,0
SAN,5,13,6,1,US,PHL,0,3,29,0
PDX,5,25,11,6,OO,SFO,0,9,29,0
LAX,5,27,19,1,AA,LAS,0,6,29,0
SFO,5,22,6,3,UA,LAX,0,11,30,0
SMF,5,17,6,5,WN,BUR,0,11,29,0
PHX,5,20,13,1,US,SLC,0,14,29,0
PHL,5,5,18,7,US,MCO,0,14,30,0
SLC,5,16,6,4,OO,DEN,0,6,29,0
EWR,5,9,13,4,UA,HNL,0,10,29,0
JFK,5,17,15,5,AA,SFO,0,11,30,0
MSP,5,1,11,3,WN,STL,0,14,30,0
DTW,5,27,19,1,DL,LAX,0,9,30,0
LAS,5,24,9,5,WN,MCO,0,3,29,0
SNA,5,29,8,3,DL,ATL,0,0,29,0
ATL,5,27,8,1,FL,TPA,0,0,30,0
MCO,5,2,15,4,US,CLT,0,3,29,0
PHL,5,8,7,3,US,JAX,0,5,29,0
RSW,5,31,6,5,UA,IAH,0,7,29,0
IAH,5,23,6,4,US,PHX,0,7,29,0
LGA,5,28,16,2,EV,PIT,0,9,29,0
DAL,5,21,18,2,WN,MSY,1,13,29,0
DCA,5,3,19,5,DL,DTW,0,10,30,0
SLC,5,28,9,2,DL,BWI,0,14,29,0
MIA,5,24,7,5,DL,MSP,0,5,30,0
PHL,5,22,9,3,UA,ORD,0,7,29,0
HOU,5,13,18,1,FL,ATL,0,8,30,0
ORD,5,28,16,2,UA,EWR,1,14,29,0
PDX,5,13,6,1,UA,EWR,1,3,29,0
EWR,5,29,11,3,EV,RIC,0,7,29,0
ATL,5,13,16,1,FL,PIT,1,14,30,0
BWI,5,4,18,6,FL,ATL,0,13,30,0
SJC,5,22,7,3,AA,ORD,1,17,30,0
OAK,5,3,12,5,US,PHX,1,8,29,0
LAX,5,21,15,2,AA,LAS,0,13,29,0
TPA,5,2,10,4,WN,STL,1,7,29,0
LAX,5,24,8,5,AA,RDU,1,5,29,0
MCO,5,25,15,6,DL,LGA,0,16,30,0
MKE,5,29,10,3,WN,LAX,0,10,29,0
MSP,5,6,9,1,DL,SNA,0,5,30,0
JFK,5,24,8,5,US,CLT,0,6,29,0
ATL,5,19,9,7,DL,DCA,0,7,29,0
BDL,5,20,10,1,WN,RSW,0,5,30,0
STL,5,19,14,7,WN,RSW,1,18,29,0
ATL,5,19,13,7,DL,DTW,1,6,29,0
MIA,5,9,8,4,YV,IAD,0,3,30,0
ORD,5,12,16,7,UA,EWR,0,13,30,0
CLT,5,6,16,1,US,ORD,0,11,29,0
ORD,5,31,16,5,UA,DCA,0,5,29,0
CLT,5,16,13,4,YV,MEM,0,9,29,0
CLT,5,3,14,5,YV,STL,0,16,30,0
RDU,5,24,13,5,B6,BOS,1,14,30,0
SMF,5,21,22,2,DL,ATL,0,10,29,0
IAD,5,13,19,1,YV,CLT,1,10,30,0
MIA,5,2,8,4,AA,LAX,0,7,29,0
EWR,5,8,10,3,UA,IAH,0,10,30,0
BOS,5,22,6,3,B6,DCA,0,7,29,0
SEA,5,10,23,5,UA,IAH,0,0,30,0
LGA,5,16,20,4,WN,MDW,0,9,29,0
STL,5,31,19,5,WN,MDW,1,17,29,0
RDU,5,8,12,3,EV,EWR,1,7,29,0
SAN,5,17,10,5,WN,SFO,0,11,30,0
ATL,5,11,12,6,DL,RSW,0,8,29,0
LAX,5,11,10,6,WN,OAK,1,7,30,0
SLC,5,8,11,3,DL,SMF,0,3,29,0
AUS,5,28,11,2,YV,IAD,0,15,29,0
ATL,5,5,19,7,DL,CVG,0,13,29,0
MSP,5,18,9,6,9E,SAT,0,15,29,0
RSW,5,21,18,2,FL,ATL,0,10,29,0
CMH,5,5,9,7,MQ,ORD,0,13,30,0
PHX,5,20,11,1,WN,BUR,0,9,29,0
JAX,5,12,9,7,DL,ATL,0,14,29,0
IAH,5,8,8,3,OO,ATL,0,7,30,0
ORD,5,22,12,3,AA,SEA,1,8,29,0
ATL,5,27,17,1,DL,BOS,0,6,30,0
RSW,5,2,15,4,AA,ORD,0,0,29,0
PDX,5,6,12,1,AS,LAS,0,5,29,0
SMF,5,24,10,5,OO,SLC,0,0,29,0
MSP,5,28,13,2,9E,CMH,0,0,29,0
MSP,5,6,17,1,DL,MEM,0,8,30,0
BWI,5,24,11,5,WN,CLE,1,14,29,0
HOU,5,16,8,4,WN,SAT,0,10,29,0
ATL,5,4,22,6,FL,PIT,0,3,29,0
PHX,5,20,20,1,WN,SAN,1,15,29,0
LAS,5,29,15,3,WN,SMF,0,6,29,0
ATL,5,11,21,6,FL,MDW,0,10,29,0
MEM,5,31,14,5,EV,STL,0,15,29,0
ORD,5,27,9,1,UA,MSY,0,10,30,0
LAX,5,20,17,1,US,PHX,0,10,29,0
MSP,5,28,10,2,9E,MSY,0,10,29,0
MDW,5,8,21,3,WN,LAS,0,5,29,0
IAD,5,5,19,7,UA,DEN,0,6,30,0
LAX,5,13,8,1,OO,SAT,0,5,29,0
OKC,5,3,14,5,MQ,ORD,1,21,30,0
BOS,5,1,10,3,B6,DCA,0,7,30,0
ATL,5,9,17,4,OO,IAH,0,9,30,0
LGA,5,8,9,3,9E,SDF,0,11,29,0
MDW,5,21,21,2,WN,BDL,1,16,29,0
DCA,5,17,18,5,WN,STL,1,15,30,0
ATL,5,15,17,3,FL,FLL,0,7,30,0
PHX,5,5,10,7,US,PDX,0,18,29,0
MSP,5,22,13,3,DL,TPA,0,14,29,0
OKC,5,24,11,5,MQ,ORD,0,15,29,0
BWI,5,11,10,6,EV,EWR,0,7,29,0
ORD,5,16,11,4,OO,CLE,0,5,29,0
LAX,5,23,17,4,WN,SFO,1,17,29,0
EWR,5,29,17,3,WN,HOU,0,13,30,0
EWR,5,14,6,2,UA,DEN,1,8,30,0
